no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,1,0,0,0,167,2018,8,26,0,0,0,0,72.25,0,0
1,0,0,2,0,0,0,107,2018,6,10,0,0,0,0,130.0,0,0
2,0,2,3,0,1,0,18,2018,11,7,1,0,0,0,200.75,2,0
2,1,2,0,0,0,0,12,2018,9,18,1,0,0,0,142.33,1,1
2,1,0,2,0,0,0,159,2018,9,30,1,0,0,0,121.5,0,1
1,0,2,2,0,0,0,45,2018,11,19,1,0,0,0,86.4,2,0
2,0,2,4,0,0,0,91,2018,7,4,0,0,0,0,80.0,0,1
2,0,1,3,0,0,1,99,2018,5,26,1,0,0,0,132.6,0,1
2,0,2,3,0,0,0,4,2017,12,27,0,0,0,0,58.0,0,0
2,0,2,3,0,0,0,73,2018,4,3,0,0,0,0,71.0,0,0
2,1,2,3,0,0,0,153,2018,12,29,1,0,0,0,122.91,2,1
2,0,0,2,2,0,0,105,2017,5,12,0,0,0,0,110.0,0,1
2,0,2,2,0,0,0,116,2018,10,23,1,0,0,0,104.85,2,0
2,0,1,2,0,0,1,189,2018,10,28,1,0,0,0,109.8,1,0
2,0,1,4,0,0,1,126,2018,6,30,1,0,0,0,99.45,0,1
1,0,1,2,0,0,0,114,2018,7,9,0,0,0,0,75.0,0,1
3,0,2,1,0,0,1,47,2018,7,3,1,0,0,0,177.3,2,0
1,0,0,2,1,0,0,181,2018,10,11,1,0,0,0,120.0,0,1
3,0,0,2,0,0,1,53,2018,11,5,1,0,0,0,144.0,1,0
2,0,2,2,2,0,0,226,2018,8,21,1,0,0,0,102.76,0,1
2,0,2,2,0,0,0,204,2017,10,17,0,0,0,0,72.75,0,0
1,2,0,2,0,0,3,28,2018,5,20,1,0,0,0,207.63,0,1
2,0,0,2,0,0,0,138,2018,11,12,1,0,0,0,79.2,2,1
2,0,2,3,0,0,0,183,2018,9,8,1,0,0,0,110.0,2,1
2,0,0,2,0,0,0,167,2018,8,1,1,0,0,0,105.3,0,1
2,0,1,3,0,0,1,121,2018,10,3,0,0,0,0,95.04,0,0
2,0,2,2,0,0,0,204,2017,10,17,1,0,0,0,80.75,0,1
2,0,0,1,0,0,1,5,2017,12,8,0,0,0,0,69.0,0,0
2,0,1,2,0,0,0,98,2018,6,10,1,0,0,0,126.9,0,1
1,0,1,2,0,0,0,57,2018,6,28,1,0,0,0,90.9,0,1
2,0,1,3,0,0,0,118,2018,6,3,1,0,0,0,102.85,1,0
2,0,2,3,0,0,1,94,2017,12,5,0,0,0,0,60.0,0,0
2,0,0,1,0,0,0,83,2017,9,30,0,0,0,0,112.2,0,0
2,1,0,3,0,0,0,135,2018,7,29,1,0,0,0,130.5,1,1
3,0,3,8,0,0,4,61,2018,7,18,1,0,0,0,139.34,1,0
1,0,2,3,0,0,0,4,2018,9,12,0,0,0,0,95.0,1,0
2,0,2,3,0,0,0,151,2018,3,20,0,0,0,0,59.5,1,0
2,0,0,1,2,0,0,13,2018,8,4,0,0,0,0,115.0,0,1
2,0,2,4,1,0,0,196,2018,8,9,1,0,0,0,85.5,1,1
2,0,0,1,2,0,0,7,2018,9,5,0,0,0,0,144.0,1,0
2,0,1,3,0,0,0,279,2018,10,12,1,0,0,0,110.0,1,1
2,0,2,1,0,0,0,8,2018,12,31,0,0,0,0,125.0,0,0
2,0,2,0,0,0,0,146,2018,10,24,1,0,0,0,95.0,0,1
3,0,0,3,0,0,1,58,2018,3,31,1,0,0,0,123.3,1,0
1,0,2,2,0,0,1,15,2017,10,13,1,0,0,0,90.05,2,0
2,0,2,4,0,0,0,224,2018,8,21,1,0,0,0,97.18,0,1
2,0,0,3,0,0,1,122,2018,5,12,1,0,0,0,121.5,1,0
2,0,1,3,0,0,1,84,2018,7,23,1,0,0,0,121.8,2,0
2,0,2,3,0,0,0,73,2017,11,24,0,0,0,0,85.67,0,0
2,0,0,3,2,0,0,11,2018,5,24,0,0,0,0,160.0,0,0
2,0,1,1,0,0,0,40,2018,12,27,0,0,0,0,70.0,1,0
2,0,1,2,0,0,0,123,2018,4,29,1,0,0,0,108.3,0,1
2,0,2,2,0,0,1,22,2017,11,4,0,0,0,0,62.0,0,0
2,0,0,3,0,0,0,40,2018,10,25,0,0,0,0,85.0,0,0
2,0,2,2,0,0,0,25,2017,10,16,0,0,0,0,65.0,0,0
2,0,0,4,0,0,0,56,2018,11,16,0,0,0,0,68.0,0,0
2,0,0,4,0,0,0,65,2018,6,26,0,0,0,0,72.25,0,0
1,0,2,5,1,0,0,64,2018,11,20,1,0,0,0,79.2,1,1
3,0,0,3,0,0,1,46,2018,8,14,1,0,0,0,168.3,2,0
2,0,1,2,0,0,0,63,2018,5,20,0,0,0,0,140.0,0,1
2,0,2,3,0,0,0,240,2018,10,19,1,0,0,0,90.95,0,1
2,0,1,3,0,0,1,4,2018,3,21,0,0,0,0,112.0,1,0
2,0,0,1,2,0,0,55,2018,7,21,0,0,0,0,104.0,0,0
2,0,0,1,1,0,0,109,2018,10,13,1,0,0,0,108.0,0,1
2,0,0,3,1,1,0,190,2018,8,19,1,0,0,0,103.5,0,0
1,0,0,2,2,0,0,39,2017,8,14,0,0,0,0,87.0,0,0
2,0,2,2,0,0,0,229,2018,10,22,1,0,0,0,89.25,0,1
2,0,1,0,0,0,0,286,2018,10,16,0,0,0,0,90.0,1,1
2,1,0,2,0,0,3,83,2018,12,23,1,0,0,0,156.6,2,0
2,0,1,1,0,0,0,50,2018,8,15,0,0,0,0,72.25,0,0
2,0,0,1,0,0,0,81,2018,3,25,0,0,0,0,80.0,0,1
2,0,0,2,0,0,0,177,2018,6,3,1,0,0,0,100.0,2,1
2,0,0,1,1,0,0,41,2018,11,8,1,0,0,0,161.1,0,0
2,0,0,2,2,0,0,55,2018,4,16,0,0,0,0,104.0,0,0
2,0,0,3,0,0,0,57,2018,12,30,0,0,0,0,75.0,0,0
2,0,1,2,0,0,0,141,2018,9,20,0,0,0,0,132.0,0,1
2,0,2,2,0,0,0,226,2017,10,29,1,0,0,0,70.0,0,0
2,0,1,0,0,0,0,56,2018,2,13,1,0,0,0,69.6,0,0
2,0,2,2,0,0,1,67,2018,4,16,1,0,0,0,103.7,1,0
3,0,2,5,0,0,0,132,2018,5,22,0,0,0,0,96.9,0,0
2,0,1,2,0,0,0,135,2018,6,13,0,0,0,0,90.0,0,0
2,0,2,3,0,0,1,42,2018,3,19,1,0,0,0,182.7,1,1
2,0,1,5,0,0,1,91,2018,9,20,1,0,0,0,132.3,0,1
3,0,0,2,0,0,1,24,2018,6,1,1,0,0,0,157.0,1,0
2,2,1,0,0,0,3,28,2018,4,11,1,0,0,0,181.0,2,0
1,0,2,5,0,0,0,174,2018,9,6,1,0,0,0,111.0,0,1
2,0,0,2,0,0,1,26,2018,4,15,1,0,0,0,142.0,0,1
2,1,0,3,2,0,0,34,2018,5,24,1,0,0,0,170.1,0,1
2,0,0,1,0,0,0,152,2018,8,20,1,0,0,0,105.3,1,1
2,0,1,0,0,0,0,19,2018,12,12,0,0,0,0,54.0,1,0
2,0,2,2,0,0,0,149,2018,7,3,1,0,0,0,99.45,1,0
2,0,0,3,2,0,0,323,2018,5,13,0,0,0,0,112.0,1,1
2,0,1,3,0,0,0,116,2018,10,31,1,0,0,0,104.85,1,0
2,0,2,2,0,0,0,146,2018,4,24,0,0,0,0,95.0,0,0
2,0,2,5,0,0,0,202,2018,8,29,1,0,0,0,90.95,0,1
2,0,2,4,0,0,2,93,2018,4,2,1,0,0,0,73.74,0,1
2,0,1,1,0,0,1,109,2018,5,30,1,0,0,0,77.03,1,0
1,0,0,1,0,0,0,105,2018,4,6,1,0,0,0,62.86,1,0
2,1,2,1,0,0,0,117,2018,12,17,1,0,0,0,109.8,1,0
1,1,2,1,0,0,3,5,2018,11,6,1,0,0,0,144.86,2,0
1,0,2,3,0,0,0,95,2018,8,30,0,0,0,0,79.56,0,0
2,0,2,2,1,0,0,207,2018,10,28,1,0,0,0,85.5,1,1
2,0,2,3,0,0,0,212,2018,8,16,1,0,0,0,90.95,1,0
2,0,1,3,0,0,1,115,2018,5,5,1,0,0,0,132.6,0,1
2,0,0,2,0,0,0,40,2018,9,26,0,0,0,0,85.5,0,0
2,0,1,1,1,0,0,152,2018,7,11,1,0,0,0,94.5,0,1
2,0,1,3,0,0,2,62,2018,9,21,0,0,0,0,85.0,0,0
3,0,0,3,0,0,1,62,2018,9,22,1,0,0,0,137.7,0,0
2,0,0,4,0,0,1,200,2018,8,31,1,0,0,0,132.48,2,1
2,0,1,3,0,0,1,26,2017,10,17,0,0,0,0,75.0,1,0
2,0,1,3,0,0,0,118,2017,8,26,1,0,0,0,58.9,1,0
2,0,2,2,0,0,0,186,2018,4,24,0,0,0,0,80.0,0,1
2,0,0,2,0,0,1,144,2018,7,27,1,0,0,0,114.3,1,1
2,0,0,3,0,0,0,162,2018,9,14,0,0,0,0,112.0,0,1
2,0,0,3,0,0,0,97,2017,12,29,1,0,0,0,72.25,2,0
2,0,0,3,0,0,0,287,2018,9,29,1,0,0,0,106.2,1,1
2,0,0,3,0,0,1,35,2017,10,26,0,0,0,0,75.0,0,0
1,0,0,1,0,0,0,1,2018,6,14,2,1,0,5,65.0,0,0
2,0,1,2,0,0,1,199,2018,8,14,1,0,0,0,115.8,1,1
2,0,1,5,0,0,1,40,2018,9,5,1,0,0,0,95.48,0,0
2,0,0,2,0,0,0,229,2018,10,5,1,0,0,0,96.3,0,1
2,0,1,5,0,0,0,151,2018,8,5,0,0,0,0,72.25,0,1
2,0,0,4,0,0,0,180,2018,7,26,1,0,0,0,90.95,0,1
3,0,1,4,0,0,1,33,2018,3,8,1,0,0,0,95.7,2,0
2,0,1,3,0,0,0,219,2017,8,22,1,0,0,0,90.95,0,1
2,1,2,5,0,0,1,132,2018,7,31,1,0,0,0,121.37,1,1
2,0,2,5,0,0,0,249,2018,12,22,1,0,0,0,184.65,0,1
1,0,0,1,0,0,1,3,2018,11,9,3,0,0,0,95.0,0,0
2,0,1,0,0,0,0,130,2018,6,18,1,0,0,0,116.1,2,0
3,0,0,2,0,0,1,124,2018,8,8,1,0,0,0,139.5,2,0
2,0,0,3,0,0,0,243,2018,9,9,1,0,0,0,106.2,2,1
3,0,0,3,0,0,1,160,2018,6,30,1,0,0,0,137.7,2,1
2,0,2,3,1,0,0,164,2018,9,2,1,0,0,0,116.1,0,1
2,0,0,3,0,0,1,107,2018,5,5,1,0,0,0,118.8,1,0
2,0,0,2,0,0,0,80,2017,12,30,0,0,0,0,75.24,0,0
2,0,2,4,0,0,0,112,2018,4,24,1,0,0,0,90.95,1,1
3,0,0,3,2,0,0,88,2018,5,3,0,0,0,0,138.0,0,0
1,0,1,3,0,0,0,133,2018,6,20,1,0,0,0,121.5,1,1
3,0,1,3,0,0,1,178,2018,8,22,1,0,0,0,127.93,2,1
2,2,2,5,0,0,3,151,2018,8,14,1,0,0,0,162.0,0,1
2,0,0,2,2,0,0,256,2018,9,15,1,0,0,0,115.0,1,1
2,0,2,2,0,0,0,203,2018,8,9,1,0,0,0,116.45,1,0
1,0,1,2,0,0,0,91,2018,3,18,1,0,0,0,72.9,0,1
2,0,2,3,1,0,0,164,2018,9,4,1,0,0,0,116.1,0,1
2,0,0,4,0,0,0,115,2018,2,27,0,0,0,0,76.0,0,0
2,0,2,2,0,0,0,111,2018,12,23,1,0,0,0,88.4,2,0
2,0,0,4,0,0,0,91,2018,5,2,0,0,0,0,80.75,0,0
2,0,2,1,0,0,0,102,2017,8,21,1,0,0,0,76.5,2,0
2,0,0,4,0,0,0,110,2018,9,11,1,0,0,0,129.6,1,0
2,0,0,1,0,0,0,43,2017,10,19,0,0,0,0,75.0,0,0
1,0,0,3,2,0,0,34,2018,9,23,0,0,0,0,177.33,0,1
2,0,2,2,0,0,2,320,2018,8,20,1,0,0,0,94.95,1,0
2,0,1,3,0,0,0,223,2018,10,3,1,0,0,0,102.85,1,1
2,0,2,5,0,0,0,132,2018,8,13,1,0,0,0,107.95,0,0
2,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,110.0,0,0
2,0,2,2,0,0,0,77,2018,2,6,1,0,0,0,60.0,1,0
2,0,2,3,1,0,0,88,2018,12,3,1,0,0,0,88.0,0,1
2,0,0,2,0,0,0,89,2017,11,23,0,0,0,0,72.25,2,0
2,0,0,3,0,0,0,99,2018,12,29,0,0,0,0,65.0,0,0
2,0,1,4,0,0,1,45,2018,4,22,1,0,0,0,113.62,0,1
1,0,0,3,0,0,0,134,2018,6,14,1,0,0,0,90.9,0,1
2,0,2,2,1,0,0,207,2018,8,28,1,0,0,0,72.25,1,0
2,0,0,4,1,0,0,136,2018,7,5,1,0,0,0,118.8,0,1
2,0,1,3,0,0,0,101,2018,6,18,1,0,0,0,100.3,0,1
2,0,1,2,0,0,0,145,2018,9,16,0,0,0,0,80.75,0,0
2,0,2,1,0,0,0,167,2018,8,19,1,0,0,0,105.3,2,1
2,0,2,3,0,0,0,271,2018,12,3,0,0,0,0,68.0,0,0
2,0,2,3,0,0,0,303,2018,4,19,0,0,0,0,78.0,0,0
2,0,0,3,0,0,2,45,2018,3,9,1,0,0,0,83.16,1,0
2,0,1,2,0,0,0,163,2018,9,14,1,0,0,0,126.9,0,1
2,0,1,3,0,0,0,45,2018,6,20,0,0,0,0,85.5,0,0
2,0,1,2,0,0,1,12,2018,9,7,1,0,0,0,174.0,1,0
3,0,1,2,0,0,1,83,2018,10,10,1,0,0,0,132.3,1,1
2,0,1,2,0,0,0,101,2018,5,13,0,0,0,0,80.0,0,0
2,0,2,8,0,0,0,11,2017,8,31,1,0,0,0,90.0,1,0
2,0,2,3,0,0,0,56,2018,3,19,1,0,0,0,65.49,2,0
2,0,1,2,0,0,0,78,2018,3,25,0,0,0,0,100.0,1,0
2,0,2,1,0,0,1,124,2018,10,8,1,0,0,0,118.8,1,0
2,0,2,5,0,0,0,186,2018,8,13,1,0,0,0,99.45,0,1
2,1,0,2,0,0,0,70,2018,4,3,1,0,0,0,137.7,0,1
3,0,1,3,0,0,1,26,2018,10,17,1,0,0,0,159.0,0,1
2,0,0,1,0,0,2,223,2018,7,6,1,0,0,0,86.63,2,0
2,0,0,2,2,0,0,273,2017,7,17,0,0,0,0,101.5,0,0
2,0,2,2,1,0,0,98,2018,12,26,1,0,0,0,79.2,1,0
2,0,2,2,0,0,0,220,2018,8,10,1,0,0,0,108.45,0,1
2,0,2,4,0,0,1,134,2018,8,10,1,0,0,0,113.62,1,0
2,2,0,2,0,0,3,57,2018,9,11,1,0,0,0,177.3,1,0
2,1,0,1,0,0,0,10,2018,9,7,1,0,0,0,169.0,1,1
3,0,2,2,0,0,1,308,2018,12,23,1,0,0,0,111.3,0,1
2,0,0,2,2,0,0,6,2017,11,10,1,0,0,0,0.0,0,0
2,0,0,4,2,0,0,164,2018,9,12,0,0,0,0,116.45,0,1
2,0,0,1,0,0,1,3,2018,5,27,1,0,0,0,176.0,0,1
1,0,0,2,0,0,0,64,2018,10,15,2,0,0,0,130.0,0,0
2,0,0,3,0,0,0,43,2017,12,31,0,0,0,0,118.0,0,0
3,0,2,1,0,0,0,89,2018,7,6,1,0,0,0,137.7,1,0
1,0,1,2,0,0,0,151,2018,1,19,0,0,0,0,71.0,0,1
2,0,2,1,0,0,0,75,2018,6,26,0,0,0,0,80.75,0,0
2,2,1,1,0,0,3,36,2018,8,13,1,0,0,0,207.9,0,1
1,0,2,5,0,0,0,21,2018,3,5,1,0,0,0,85.0,0,1
2,0,1,1,0,0,0,56,2018,4,4,0,0,0,0,85.5,0,0
2,0,2,1,0,0,0,99,2018,10,30,0,0,0,0,65.0,0,1
2,0,0,1,0,0,0,108,2017,8,23,1,0,0,0,76.5,1,1
2,0,1,0,0,0,0,111,2017,10,10,0,0,0,0,72.25,0,1
2,0,1,2,0,0,0,46,2018,1,2,0,0,0,0,60.0,0,0
3,0,1,2,0,0,1,103,2018,11,23,1,0,0,0,140.0,2,0
2,2,1,2,0,0,3,44,2018,7,18,1,0,0,0,189.9,2,1
2,0,1,2,0,0,1,82,2018,3,11,1,0,0,0,97.75,1,0
2,0,0,1,0,0,0,146,2018,9,30,0,0,0,0,89.75,0,0
2,0,2,3,0,0,0,163,2018,9,29,1,0,0,0,126.9,1,1
2,2,0,4,0,0,3,13,2018,6,27,1,0,0,0,196.0,2,0
2,0,1,2,0,0,1,290,2018,12,17,0,0,0,0,62.67,1,0
2,0,0,2,0,0,0,145,2018,8,17,1,0,0,0,123.3,2,0
3,0,1,4,0,0,1,71,2018,7,21,0,0,0,0,115.6,1,1
2,2,0,4,0,0,3,38,2018,3,23,1,0,0,0,171.0,0,1
2,1,2,1,0,0,0,107,2018,4,24,1,0,0,0,95.2,1,0
2,0,2,5,0,0,1,142,2018,6,3,1,0,0,0,116.62,2,0
1,0,0,2,0,1,0,1,2018,7,10,1,0,0,0,169.0,2,0
2,2,0,1,0,0,3,56,2018,8,13,1,0,0,0,216.9,1,1
1,0,0,2,0,0,0,2,2018,6,24,0,0,0,0,95.0,0,0
2,0,0,3,0,0,0,83,2017,9,30,0,0,0,0,112.2,0,0
2,0,0,3,0,0,0,113,2018,5,12,1,0,0,0,105.3,0,1
2,0,2,3,1,0,0,166,2018,8,14,1,0,0,0,89.25,1,0
2,2,2,4,0,0,0,11,2018,1,13,1,0,0,0,159.0,0,0
2,0,2,5,0,0,0,117,2018,6,16,1,0,0,0,105.26,1,0
1,0,3,7,1,0,0,54,2018,11,19,1,0,0,0,66.45,1,1
2,0,0,2,0,0,1,165,2018,8,7,1,0,0,0,118.8,0,1
2,0,1,2,0,0,0,169,2018,8,12,1,0,0,0,105.3,0,1
2,0,2,2,0,0,0,187,2018,8,28,1,0,0,0,105.83,0,1
1,0,0,2,0,0,0,0,2018,6,20,2,1,0,2,95.0,1,0
2,0,0,1,0,0,0,152,2018,7,6,1,0,0,0,114.3,1,1
2,0,2,5,0,0,0,178,2018,8,3,1,0,0,0,99.45,1,0
2,0,0,4,0,0,0,205,2018,5,7,1,0,0,0,90.95,1,1
2,0,2,6,0,0,0,119,2018,6,2,1,0,0,0,119.85,0,1
2,1,0,3,0,0,0,162,2018,9,15,1,0,0,0,114.75,0,1
1,0,1,5,0,0,0,349,2018,10,4,0,0,0,0,90.0,0,1
1,0,0,2,0,0,0,6,2017,12,10,1,1,1,0,0.0,0,0
2,0,1,2,0,0,0,107,2018,6,10,1,0,0,0,130.0,1,0
2,1,0,3,2,0,0,37,2018,8,17,1,0,0,0,164.25,1,1
1,0,0,2,0,0,0,74,2018,4,18,1,0,0,0,112.5,1,0
1,0,1,2,0,0,0,64,2018,5,15,2,0,0,0,130.0,0,0
2,0,1,3,0,0,2,332,2018,9,22,1,0,0,0,77.23,1,1
2,0,1,2,2,0,0,418,2018,10,26,0,0,0,0,107.0,0,1
2,0,0,3,2,0,0,71,2018,5,10,0,0,0,0,126.0,1,0
2,0,1,2,1,0,0,207,2018,8,5,1,0,0,0,85.5,0,0
1,0,2,3,0,0,0,269,2018,9,29,0,0,0,0,70.0,1,0
2,1,0,3,2,0,0,80,2018,3,26,1,0,0,0,149.1,0,1
2,0,2,2,0,0,2,99,2018,2,8,1,0,0,0,79.5,2,0
2,0,2,3,0,0,0,42,2018,3,13,0,0,0,0,63.0,0,0
2,0,0,3,2,0,1,5,2018,11,1,1,0,0,0,156.5,0,1
2,0,1,3,0,0,1,91,2018,10,21,1,0,0,0,132.3,0,1
2,0,0,3,0,0,0,54,2018,6,2,0,0,0,0,85.5,0,0
1,0,0,2,0,0,0,181,2018,10,11,0,0,0,0,120.0,1,1
2,0,0,3,0,0,1,130,2018,9,29,1,0,0,0,123.3,1,0
1,0,2,4,0,0,0,228,2018,10,16,1,0,0,0,106.2,0,1
2,0,2,0,2,0,0,61,2017,10,4,0,0,0,0,96.0,0,0
3,0,1,4,0,0,0,178,2018,8,22,1,0,0,0,127.62,1,1
1,0,1,1,0,0,0,44,2018,4,23,1,0,0,0,95.0,0,1
2,0,1,1,1,0,0,175,2018,8,28,1,0,0,0,85.5,1,1
2,0,1,0,0,0,0,61,2017,10,17,0,0,0,0,91.0,0,0
2,0,0,3,1,0,0,151,2018,6,2,1,0,0,0,95.4,1,1
1,0,1,1,0,0,0,85,2018,6,30,1,0,0,0,90.9,1,0
1,0,0,3,0,0,0,103,2018,9,8,0,0,0,0,97.92,0,0
3,0,2,5,0,0,0,148,2018,8,23,0,0,0,0,96.9,0,0
2,0,0,1,0,0,0,173,2018,7,30,1,0,0,0,105.3,1,1
2,0,1,2,0,0,2,19,2017,12,23,1,0,0,0,77.25,1,0
3,0,2,1,0,0,1,129,2018,8,10,1,0,0,0,146.7,2,0
2,0,1,1,0,0,0,216,2018,8,6,1,0,0,0,96.3,1,1
2,0,1,1,0,0,0,155,2018,7,27,1,0,0,0,105.3,0,1
1,0,1,5,0,0,0,113,2018,3,8,2,0,0,0,79.0,0,1
2,0,1,3,0,0,0,62,2018,3,8,0,0,0,0,58.0,1,0
1,0,2,2,0,0,0,107,2018,10,16,0,0,0,0,75.14,0,1
2,0,2,5,0,0,0,131,2017,8,15,0,0,0,0,94.5,0,0
2,0,2,5,0,0,0,160,2018,4,8,1,0,0,0,90.0,0,1
2,0,0,2,0,0,0,170,2018,8,12,1,0,0,0,105.3,2,1
2,0,1,2,0,0,0,42,2018,3,20,0,0,0,0,62.8,0,0
2,0,0,4,0,0,1,40,2018,3,5,1,0,0,0,118.8,1,0
2,0,2,1,2,0,0,24,2018,1,2,0,0,0,0,79.0,0,0
2,1,2,1,0,0,0,71,2018,7,23,1,0,0,0,121.5,0,0
2,2,2,1,0,0,3,62,2018,8,15,1,0,0,0,207.9,0,1
2,0,0,3,0,0,0,86,2017,9,9,2,0,0,0,100.0,0,0
2,0,0,2,1,0,0,119,2018,7,23,1,0,0,0,81.25,0,1
1,0,1,1,0,0,0,183,2018,10,10,1,0,0,0,98.1,0,1
2,2,0,3,0,0,3,66,2018,8,1,1,0,0,0,207.9,1,1
1,0,0,4,0,0,0,195,2018,10,18,1,0,0,0,90.9,2,0
2,0,0,4,0,0,1,111,2018,6,7,1,0,0,0,132.6,0,1
2,0,0,2,0,0,0,159,2018,8,10,1,0,0,0,114.3,0,1
2,0,0,3,0,0,0,67,2018,3,26,0,0,0,0,89.24,1,0
2,0,2,5,0,0,0,229,2018,10,22,1,0,0,0,89.25,0,1
2,0,2,3,0,0,0,100,2018,3,17,1,0,0,0,73.95,1,0
2,0,1,0,0,0,0,4,2018,11,26,2,1,2,7,77.0,0,0
1,0,0,2,0,0,0,37,2017,9,16,2,0,0,0,85.5,0,0
2,0,2,5,0,0,0,226,2018,10,29,0,0,0,0,70.0,0,0
1,0,2,1,0,0,0,6,2017,11,1,0,0,0,0,37.33,0,0
2,1,1,3,0,0,0,37,2018,5,26,1,0,0,0,143.1,2,0
2,0,0,3,1,0,0,188,2018,8,3,1,0,0,0,105.5,0,1
1,0,0,3,2,0,0,1,2018,5,4,0,0,0,0,92.0,0,0
1,0,0,1,0,0,0,4,2018,5,9,0,0,0,0,98.1,0,0
2,0,1,4,0,0,0,179,2018,7,17,1,0,0,0,90.95,2,0
2,0,0,3,0,0,0,256,2018,10,16,0,0,0,0,80.75,2,0
1,0,2,2,0,0,0,253,2018,10,7,1,0,0,0,90.95,2,0
2,0,1,5,0,0,0,49,2018,3,6,0,0,0,0,76.33,0,1
1,0,2,3,1,0,0,4,2018,4,10,0,0,0,0,63.8,0,0
2,1,0,2,0,0,0,44,2018,7,31,1,0,0,0,120.6,1,0
2,0,1,3,0,0,1,236,2018,9,3,0,0,0,0,90.95,1,0
2,1,1,0,0,0,0,86,2018,8,8,1,0,0,0,134.1,0,0
2,0,1,2,0,0,0,0,2017,8,14,0,0,0,0,109.0,0,0
1,0,0,2,0,1,0,74,2018,7,15,2,1,0,1,67.0,0,0
2,0,2,3,0,0,0,214,2018,8,26,1,0,0,0,90.95,0,1
2,0,2,5,0,0,0,227,2018,10,4,1,0,0,0,102.85,2,1
2,0,0,1,0,1,1,1,2018,9,20,1,0,0,0,206.0,2,0
2,0,0,2,2,0,0,80,2017,11,25,0,0,0,0,86.0,0,0
2,0,1,3,0,0,1,169,2018,5,25,1,0,0,0,123.25,2,1
1,0,0,0,0,0,0,14,2018,12,7,1,1,1,3,0.0,0,0
2,0,0,3,0,0,1,250,2018,10,20,0,0,0,0,96.3,0,1
2,2,0,4,0,0,3,56,2018,6,1,1,0,0,0,187.85,1,1
2,0,2,3,0,1,0,163,2018,7,15,1,0,0,0,101.25,1,1
2,1,2,3,1,0,0,44,2018,8,20,1,0,0,0,100.62,2,0
2,0,0,1,0,0,3,66,2018,8,13,1,0,0,0,207.9,1,0
3,0,1,2,0,0,1,22,2018,3,26,1,0,0,0,187.0,0,0
2,0,2,5,1,0,0,223,2018,7,30,1,0,0,0,91.69,0,1
2,1,1,4,0,0,0,75,2018,4,16,1,0,0,0,135.15,2,0
2,0,2,2,2,0,0,23,2018,12,4,1,0,0,0,134.3,0,0
2,0,2,3,0,0,1,294,2018,10,23,1,0,0,0,76.58,1,0
1,0,1,3,0,0,1,16,2018,4,10,1,0,0,0,127.5,0,1
3,0,1,2,0,0,1,111,2018,8,23,1,0,0,0,150.3,3,0
3,0,2,1,0,0,1,129,2018,8,16,1,0,0,0,137.7,2,0
2,0,2,1,0,0,1,202,2018,8,22,1,0,0,0,109.8,0,1
1,0,2,1,2,0,0,0,2017,8,29,0,0,0,0,72.5,0,0
2,0,0,2,0,0,0,158,2018,11,25,1,0,0,0,90.0,1,1
2,0,1,4,2,0,0,103,2018,9,1,0,0,0,0,97.92,0,1
2,1,2,5,0,0,0,144,2018,7,31,1,0,0,0,114.75,0,1
1,0,2,3,1,0,0,56,2018,12,8,1,0,0,0,63.75,1,0
2,0,0,2,0,0,0,102,2018,5,16,0,0,0,0,49.5,0,0
1,0,1,0,0,0,0,57,2018,3,10,1,0,0,0,54.98,1,0
2,0,2,1,0,0,0,244,2018,10,3,1,0,0,0,98.4,1,1
1,0,1,0,0,0,0,3,2018,6,7,1,1,0,19,0.0,2,0
3,0,1,2,0,0,1,54,2018,6,10,1,0,0,0,159.3,2,0
3,0,1,2,0,0,1,56,2018,6,9,1,0,0,0,138.6,1,0
1,0,2,1,0,0,0,0,2017,10,4,0,0,0,0,66.13,0,0
3,0,0,4,0,0,1,180,2018,8,1,1,0,0,0,130.05,0,1
2,0,2,2,2,0,0,175,2018,8,24,1,0,0,0,162.9,0,0
1,0,0,2,0,0,0,36,2018,1,26,0,0,0,0,71.0,0,0
2,0,2,2,0,1,0,103,2018,4,23,1,0,0,0,99.3,2,0
3,0,2,3,0,0,1,57,2018,9,27,1,0,0,0,135.9,0,1
2,0,2,5,0,0,0,272,2018,7,25,1,0,0,0,90.1,0,0
1,0,1,2,0,0,0,57,2018,6,10,0,0,0,0,90.67,1,0
2,0,0,2,0,0,0,39,2018,3,29,0,0,0,0,85.0,0,0
2,1,0,2,0,0,0,8,2018,12,28,1,0,0,0,139.0,3,0
2,0,0,1,0,0,0,0,2017,9,9,0,0,0,0,142.0,0,0
2,0,2,4,0,0,0,166,2018,7,21,1,0,0,0,99.45,2,0
2,0,2,2,0,0,0,99,2017,10,10,1,0,0,0,89.25,3,0
2,0,2,4,0,0,0,132,2018,7,31,0,0,0,0,72.25,1,1
2,1,0,1,0,0,0,35,2018,6,30,1,0,0,0,170.1,0,1
2,0,0,2,2,0,0,55,2017,10,6,0,0,0,0,104.0,0,1
2,0,2,4,2,0,0,6,2018,7,29,1,0,0,0,134.58,2,0
